Taxon,Total length,No of charsets,atpB_final_alignment.fasta,matK_final_alignment.fasta,ndhF_final_alignment.fasta,rbcL_final_alignment.fasta,
Rubiaceae Declieuxia fruticosa,1700 bp,1,(No data),(No data),(No data),1700 (298 indels),
Rubiaceae Deppea blumenaviensis,3747 bp,1,(No data),(No data),3747 (1688 indels),(No data),
Rubiaceae Dialypetalanthus fuscescens,7526 bp,3,1551 (112 indels),2192 (1430 indels),3783 (1682 indels),(No data),
Rubiaceae Diodia comp. OUTSIDE,4738 bp,3,1479 (104 indels),1716 (1065 indels),(No data),1543 (227 indels),
Rubiaceae Duroia comp. OUTSIDE,12089 bp,3,(No data),7767 (5295 indels),3761 (1688 indels),561 (27 indels),
Rubiaceae Faramea multiflora,6947 bp,3,(No data),2200 (1431 indels),3772 (1682 indels),975 (26 indels),
Rubiaceae Faramea occidentalis,2762 bp,2,(No data),2205 (1431 indels),(No data),557 (27 indels),
Rubiaceae Ferdinandusa speciosa,5431 bp,2,(No data),(No data),3731 (1688 indels),1700 (298 indels),
Rubiaceae Galium hypocarpium,1700 bp,1,(No data),(No data),(No data),"1700 (12 'N', 298 indels)",
Rubiaceae Genipa americana,5980 bp,3,(No data),1640 (1138 indels),"3762 (177 'N', 1688 indels)",578 (28 indels),
Rubiaceae Geophila repens,8235 bp,4,1479 (104 indels),1765 (1110 indels),3421 (1670 indels),"1570 (157 'N', 227 indels)",
Rubiaceae Gonzalagunia comp. OUTSIDE,4290 bp,2,(No data),(No data),3747 (1682 indels),543 (26 indels),
Rubiaceae Guettarda uruguensis,7368 bp,3,"1642 (44 'N', 145 indels)",(No data),3980 (1776 indels),"1746 (1 'N', 335 indels)",
Rubiaceae Hamelia patens,8012 bp,4,"1479 (1 'N', 104 indels)",2217 (1435 indels),3734 (1682 indels),582 (29 indels),
Rubiaceae Borreria verticillata,3189 bp,2,(No data),1716 (1065 indels),(No data),1473 (226 indels),
Rubiaceae Hillia parasitica,5417 bp,2,(No data),(No data),3721 (1683 indels),1696 (298 indels),
Rubiaceae Hoffmannia comp. OUTSIDE,6408 bp,3,(No data),2080 (1294 indels),3747 (1682 indels),581 (29 indels),
Rubiaceae Isertia spiciformis,3683 bp,2,(No data),1991 (1248 indels),(No data),1692 (298 indels),
Rubiaceae Kerianthera comp. OUTSIDE,5649 bp,2,(No data),3949 (2431 indels),(No data),1700 (298 indels),
Rubiaceae Ladenbergia comp. OUTSIDE,9226 bp,3,(No data),3839 (2346 indels),"3641 (493 'N', 1682 indels)",1746 (335 indels),
Rubiaceae Machaonia acuminata,5029 bp,2,(No data),(No data),3747 (1688 indels),"1282 (1 'N', 26 indels)",
Rubiaceae Margaritopsis astrellantha,3719 bp,1,(No data),(No data),3719 (1676 indels),(No data),
Rubiaceae Margaritopsis kappleri,3719 bp,1,(No data),(No data),3719 (1676 indels),(No data),
Rubiaceae Melanopsidium nigrum,3573 bp,1,(No data),(No data),"3573 (186 'N', 1677 indels)",(No data),
Rubiaceae Mitracarpus hirtus,2620 bp,2,(No data),1716 (1065 indels),(No data),904 (343 indels),
Rubiaceae Molopanthera paniculata,2297 bp,1,(No data),(No data),2297 (1311 indels),(No data),
Rubiaceae Notopleura tapajozensis,3719 bp,1,(No data),(No data),3719 (1676 indels),(No data),
Rubiaceae Oldenlandia corymbosa,6587 bp,3,(No data),1716 (1065 indels),"3967 (120 'N', 1802 indels)",904 (343 indels),
Rubiaceae Paederia brasiliensis,1658 bp,1,(No data),(No data),(No data),1658 (294 indels),
Rubiaceae Pagamea guianensis,3600 bp,2,(No data),(No data),2030 (1205 indels),"1570 (1 'N', 227 indels)",
Rubiaceae Palicourea crocea,5058 bp,2,(No data),(No data),3365 (1554 indels),1693 (298 indels),
Rubiaceae Palicourea croceoides,2828 bp,2,(No data),2272 (1480 indels),(No data),"556 (1 'N', 27 indels)",
Rubiaceae Palicourea guianensis,2801 bp,2,(No data),"2219 (2 'N', 1435 indels)",(No data),582 (29 indels),
Rubiaceae Palicourea triphylla,4768 bp,2,(No data),(No data),3198 (1664 indels),1570 (227 indels),
Rubiaceae Posoqueria coriacea,581 bp,1,(No data),(No data),(No data),581 (29 indels),
Rubiaceae Posoqueria latifolia,6704 bp,3,(No data),2214 (1428 indels),"3762 (5 'N', 1688 indels)",728 (29 indels),
Rubiaceae Posoqueria longiflora,13228 bp,3,(No data),7767 (5293 indels),3793 (1689 indels),1668 (294 indels),
Rubiaceae Psychotria deflexa,2845 bp,2,(No data),"2296 (5 'N', 1481 indels)",(No data),549 (26 indels),
Rubiaceae Psychotria gracilenta,581 bp,1,(No data),(No data),(No data),581 (29 indels),
Rubiaceae Psychotria hastisepala,691 bp,1,(No data),(No data),(No data),691 (25 indels),
Rubiaceae Psychotria mapourioides,2711 bp,2,(No data),1985 (1283 indels),(No data),726 (29 indels),
Rubiaceae Psychotria officinalis,581 bp,1,(No data),(No data),(No data),581 (29 indels),
Rubiaceae Psychotria poeppigiana,5721 bp,3,(No data),1823 (1207 indels),2909 (1321 indels),989 (26 indels),
Rubiaceae Psychotria racemosa,2467 bp,2,(No data),1926 (1226 indels),(No data),541 (26 indels),
Rubiaceae Psychotria stachyoides,3719 bp,1,(No data),(No data),3719 (1679 indels),(No data),
Rubiaceae Psychotria tenuifolia,2877 bp,2,(No data),2299 (1488 indels),(No data),578 (28 indels),
Rubiaceae Psyllocarpus laricoides,1696 bp,1,(No data),(No data),(No data),1696 (298 indels),
Rubiaceae Randia armata,2796 bp,2,(No data),2214 (1434 indels),(No data),"582 (1 'N', 29 indels)",
Rubiaceae Remijia ferruginea,2718 bp,2,(No data),2076 (1358 indels),(No data),642 (29 indels),
Rubiaceae Richardia brasiliensis,2620 bp,2,(No data),1716 (1065 indels),(No data),904 (343 indels),
Rubiaceae Richardia grandiflora,3236 bp,2,(No data),1716 (1065 indels),(No data),1520 (227 indels),
Rubiaceae Richardia scabra,2620 bp,2,(No data),1716 (1065 indels),(No data),904 (343 indels),
Rubiaceae Riodocea pulcherrima,4989 bp,2,(No data),(No data),3705 (1688 indels),1284 (26 indels),
Rubiaceae Ronabea latifolia,1559 bp,2,(No data),"978 (4 'N', 476 indels)",(No data),581 (29 indels),
Rubiaceae Rosenbergiodendron longiflorum,9513 bp,2,(No data),7767 (5322 indels),(No data),"1746 (4 'N', 335 indels)",
Rubiaceae Rudgea recurva,1697 bp,1,(No data),(No data),(No data),1697 (298 indels),
Rubiaceae Rudgea viburnoides,3299 bp,2,(No data),(No data),2166 (1269 indels),1133 (26 indels),
Rubiaceae Rustia formosa,2576 bp,2,(No data),1827 (1156 indels),749 (57 indels),(No data),
Rubiaceae Sabicea aspera,6905 bp,3,(No data),3949 (2425 indels),1119 (214 indels),1837 (361 indels),
Rubiaceae Sabicea villosa,6201 bp,3,(No data),1832 (1153 indels),3805 (1689 indels),564 (27 indels),
Rubiaceae Schradera comp. OUTSIDE,11687 bp,3,(No data),6382 (4175 indels),3735 (1670 indels),"1570 (135 'N', 227 indels)",
Rubiaceae Simira glaziovii,2189 bp,1,(No data),2189 (1429 indels),(No data),(No data),
Rubiaceae Simira viridiflora,5680 bp,2,(No data),(No data),"3980 (1 'N', 1782 indels)","1700 (2 'N', 298 indels)",
Rubiaceae Sipanea biflora,9460 bp,3,(No data),3949 (2419 indels),3765 (1698 indels),1746 (335 indels),
Rubiaceae Sipanea hispida,5316 bp,2,(No data),(No data),3765 (1698 indels),"1551 (1 'N', 207 indels)",
Rubiaceae Borreria latifolia,2001 bp,1,(No data),2001 (1302 indels),(No data),(No data),
Rubiaceae Borreria ocymifolia,1700 bp,1,(No data),(No data),(No data),"1700 (3 'N', 298 indels)",
Rubiaceae Spermacoce prostrata,904 bp,1,(No data),(No data),(No data),904 (343 indels),
Rubiaceae Borreria remota,541 bp,1,(No data),(No data),(No data),541 (25 indels),
Rubiaceae Sphinctanthus comp. OUTSIDE,13179 bp,3,(No data),7767 (5318 indels),3747 (1688 indels),1665 (294 indels),
Rubiaceae Stachyarrhena comp. OUTSIDE,13084 bp,3,(No data),7767 (5306 indels),"3742 (2 'N', 1688 indels)",1575 (252 indels),
Rubiaceae Tocoyena formosa,4716 bp,2,(No data),(No data),"3717 (459 'N', 1688 indels)",999 (26 indels),
Rubiaceae Warszewiczia coccinea,2192 bp,1,(No data),2192 (1430 indels),(No data),(No data),
Rutaceae Angostura comp. OUTSIDE,2788 bp,2,(No data),"2207 (1 'N', 1435 indels)",(No data),581 (29 indels),
Rutaceae Balfourodendron riedelianum,3949 bp,1,(No data),"3949 (1 'N', 2425 indels)",(No data),(No data),
Rutaceae Dictyoloma vandellianum,2380 bp,2,"1502 (25 'N', 104 indels)",(No data),(No data),"878 (2 'N', 26 indels)",
Rutaceae Galipea ciliata,664 bp,1,(No data),(No data),(No data),664 (25 indels),
Rutaceae Hortia comp. OUTSIDE,1575 bp,1,(No data),(No data),(No data),"1575 (1 'N', 252 indels)",
Rutaceae Spiranthera comp. OUTSIDE,582 bp,1,(No data),(No data),(No data),582 (29 indels),
Rutaceae Zanthoxylum acuminatum,2636 bp,2,(No data),2055 (1357 indels),(No data),581 (29 indels),
Rutaceae Zanthoxylum caribaeum,2658 bp,2,(No data),2077 (1371 indels),(No data),581 (29 indels),
Rutaceae Zanthoxylum fagara,2930 bp,2,(No data),1386 (855 indels),(No data),1544 (227 indels),
Rutaceae Zanthoxylum rhoifolium,3263 bp,2,(No data),2344 (1500 indels),(No data),919 (344 indels),
Salicaceae Abatia comp. OUTSIDE,9481 bp,4,1520 (104 indels),4272 (2906 indels),1668 (962 indels),2021 (613 indels),
Salicaceae Azara comp. OUTSIDE,6058 bp,3,(No data),2340 (1480 indels),1697 (962 indels),2021 (613 indels),
Salicaceae Banara guianensis,2321 bp,2,(No data),(No data),1740 (966 indels),581 (29 indels),
Salicaceae Casearia aculeata,2238 bp,2,(No data),1656 (1147 indels),(No data),582 (29 indels),
Salicaceae Casearia arborea,2795 bp,2,(No data),"2213 (1 'N', 1431 indels)",(No data),582 (29 indels),
Salicaceae Casearia commersoniana,4513 bp,3,(No data),2302 (1480 indels),1629 (970 indels),582 (29 indels),
Salicaceae Casearia decandra,1575 bp,1,(No data),(No data),(No data),1575 (252 indels),
Salicaceae Casearia grandiflora,1687 bp,1,(No data),(No data),1687 (965 indels),(No data),
Salicaceae Casearia guianensis,2514 bp,2,(No data),"1970 (14 'N', 1241 indels)",(No data),544 (24 indels),
Salicaceae Casearia javitensis,6649 bp,3,(No data),3238 (2035 indels),1752 (974 indels),1659 (294 indels),
Salicaceae Casearia sylvestris,4200 bp,3,(No data),974 (463 indels),1526 (917 indels),1700 (298 indels),
Salicaceae Homalium racemosum,4368 bp,3,(No data),2082 (1291 indels),1752 (965 indels),534 (24 indels),
Salicaceae Laetia americana,1720 bp,1,(No data),(No data),1720 (971 indels),(No data),
Salicaceae Laetia procera,4334 bp,3,(No data),"2094 (1 'N', 1298 indels)",1699 (971 indels),541 (26 indels),
Salicaceae Neoptychocarpus comp. OUTSIDE,1712 bp,1,(No data),(No data),1712 (974 indels),(No data),
Salicaceae Prockia crucis,6586 bp,3,(No data),4269 (2914 indels),1739 (965 indels),578 (28 indels),
Salicaceae Ryania speciosa,2347 bp,2,(No data),(No data),1765 (977 indels),582 (29 indels),
Salicaceae Salix humboldtiana,2928 bp,2,(No data),2348 (1480 indels),(No data),580 (29 indels),
Salicaceae Xylosma benthamii,3674 bp,2,(No data),2099 (1304 indels),(No data),1575 (252 indels),
Salicaceae Xylosma venosa,1725 bp,1,(No data),(No data),1725 (965 indels),(No data),
Santalaceae Antidaphne comp. OUTSIDE,4355 bp,2,(No data),3060 (1904 indels),(No data),1295 (26 indels),
Santalaceae Eubrachion ambiguum,4934 bp,2,(No data),2896 (1789 indels),(No data),2038 (613 indels),
Sapindaceae Allophylus racemosus,2461 bp,2,(No data),1880 (1200 indels),(No data),581 (29 indels),
Sapindaceae Cardiospermum corindum,2781 bp,2,(No data),2200 (1441 indels),(No data),"581 (1 'N', 29 indels)",
Sapindaceae Cardiospermum grandiflorum,5589 bp,2,(No data),"3551 (280 'N', 2189 indels)",(No data),2038 (613 indels),
Sapindaceae Cardiospermum halicacabum,4876 bp,3,"1607 (2 'N', 139 indels)",1719 (1068 indels),(No data),1550 (227 indels),
Sapindaceae Cupania diphylla,726 bp,1,(No data),(No data),(No data),726 (29 indels),
Sapindaceae Cupania hirsuta,3030 bp,1,(No data),3030 (1947 indels),(No data),(No data),
Sapindaceae Cupania latifolia,2772 bp,2,(No data),2190 (1431 indels),(No data),582 (29 indels),
Sapindaceae Cupania rubiginosa,1575 bp,1,(No data),(No data),(No data),1575 (252 indels),
Sapindaceae Cupania scrobiculata,4788 bp,3,"1032 (8 'N', 66 indels)",3030 (1947 indels),(No data),726 (29 indels),
Sapindaceae Cupania vernalis,3121 bp,2,(No data),2205 (1434 indels),(No data),916 (344 indels),
Sapindaceae Diatenopteryx sorbifolia,2684 bp,2,(No data),1748 (1189 indels),(No data),"936 (8 'N', 202 indels)",
Sapindaceae Dilodendron bipinnatum,6415 bp,3,1607 (139 indels),3030 (1947 indels),(No data),"1778 (1 'N', 358 indels)",
Sapindaceae Dodonaea viscosa,4118 bp,3,1607 (139 indels),1589 (958 indels),(No data),922 (344 indels),
Sapindaceae Matayba arborescens,581 bp,1,(No data),(No data),(No data),581 (29 indels),
Sapindaceae Matayba elaeagnoides,3125 bp,2,(No data),2211 (1426 indels),(No data),914 (344 indels),
Sapindaceae Matayba guianensis,2846 bp,2,(No data),2118 (1370 indels),(No data),728 (29 indels),
Sapindaceae Matayba laevigata,4605 bp,2,(No data),3030 (1941 indels),(No data),1575 (252 indels),
Sapindaceae Paullinia pinnata,4971 bp,2,(No data),"4432 (384 'N', 2881 indels)",(No data),539 (25 indels),
Sapindaceae Paullinia venosa,1016 bp,1,(No data),(No data),(No data),1016 (344 indels),
Sapindaceae Pseudima comp. OUTSIDE,3030 bp,1,(No data),3030 (1947 indels),(No data),(No data),
Sapindaceae Sapindus saponaria,7536 bp,3,1557 (122 indels),"4432 (49 'N', 2859 indels)",(No data),1547 (227 indels),
Sapindaceae Scyphonychium comp. OUTSIDE,3030 bp,1,(No data),3030 (1947 indels),(No data),(No data),
Sapindaceae Serjania communis,4727 bp,2,(No data),"3030 (376 'N', 1947 indels)",(No data),1697 (298 indels),
Sapindaceae Serjania glabrata,6415 bp,3,1607 (139 indels),"3030 (376 'N', 1947 indels)",(No data),1778 (358 indels),
Sapindaceae Serjania paucidentata,2726 bp,2,(No data),2144 (1412 indels),(No data),582 (29 indels),
Sapindaceae Talisia esculenta,1935 bp,1,(No data),1935 (1238 indels),(No data),(No data),
Sapindaceae Urvillea ulmacea,3030 bp,1,(No data),"3030 (386 'N', 1947 indels)",(No data),(No data),
Sapindaceae Vouarana comp. OUTSIDE,3756 bp,2,(No data),3030 (1665 indels),(No data),726 (29 indels),
Sapotaceae Chromolucuma comp. OUTSIDE,3654 bp,1,(No data),(No data),"3654 (1 'N', 1679 indels)",(No data),
Sapotaceae Chrysophyllum gonocarpum,3647 bp,1,(No data),(No data),"3647 (1 'N', 1673 indels)",(No data),
Sapotaceae Chrysophyllum imperiale,3578 bp,1,(No data),(No data),3578 (1673 indels),(No data),
Sapotaceae Chrysophyllum lucentifolium,1575 bp,1,(No data),(No data),(No data),1575 (252 indels),
Sapotaceae Chrysophyllum prieurii,726 bp,1,(No data),(No data),(No data),726 (29 indels),
Sapotaceae Diploon cuspidatum,6405 bp,3,(No data),2091 (1303 indels),"3588 (212 'N', 1673 indels)",726 (29 indels),
Sapotaceae Ecclinusa ramiflora,7442 bp,3,(No data),2220 (1438 indels),3647 (1673 indels),1575 (252 indels),
Sapotaceae Manilkara bidentata,2332 bp,2,(No data),"1755 (1 'N', 1075 indels)",(No data),577 (28 indels),
Sapotaceae Manilkara longifolia,2854 bp,2,(No data),2220 (1438 indels),(No data),634 (29 indels),
Sapotaceae Manilkara salzmannii,3176 bp,2,(No data),2220 (1438 indels),(No data),956 (344 indels),
Sapotaceae Micropholis egensis,5222 bp,2,(No data),(No data),3647 (1673 indels),"1575 (6 'N', 252 indels)",
Sapotaceae Micropholis guyanensis,5829 bp,3,(No data),1639 (990 indels),"3647 (1 'N', 1673 indels)",543 (26 indels),
Sapotaceae Micropholis venulosa,6464 bp,3,(No data),2091 (1303 indels),3647 (1673 indels),726 (29 indels),
Sapotaceae Pouteria bangii,3795 bp,2,(No data),2220 (1438 indels),(No data),1575 (252 indels),
Sapotaceae Pouteria beaurepairei,2933 bp,2,(No data),2205 (1423 indels),(No data),728 (29 indels),
Sapotaceae Pouteria caimito,2854 bp,2,(No data),2220 (1438 indels),(No data),634 (29 indels),
Sapotaceae Pouteria cuspidata,3795 bp,2,(No data),2220 (1438 indels),(No data),"1575 (18 'N', 252 indels)",
Sapotaceae Pouteria durlandii,3311 bp,2,(No data),1736 (1199 indels),(No data),1575 (252 indels),
Sapotaceae Pouteria egregia,1575 bp,1,(No data),(No data),(No data),1575 (252 indels),
Sapotaceae Pouteria engleri,3674 bp,2,(No data),2099 (1304 indels),(No data),1575 (252 indels),
Sapotaceae Pouteria eugeniifolia,2995 bp,2,(No data),2305 (1486 indels),(No data),690 (29 indels),
Sapotaceae Pouteria filipes,2780 bp,2,(No data),2054 (1294 indels),(No data),726 (29 indels),
Sapotaceae Pouteria gardneriana,3647 bp,1,(No data),(No data),"3647 (175 'N', 1679 indels)",(No data),
Sapotaceae Pouteria glauca,2854 bp,2,(No data),2220 (1438 indels),(No data),634 (29 indels),
Sapotaceae Pouteria glomerata,1575 bp,1,(No data),(No data),(No data),"1575 (18 'N', 252 indels)",
Sapotaceae Pouteria gongrijpii,2817 bp,2,(No data),2091 (1303 indels),(No data),726 (29 indels),
Sapotaceae Pouteria grandiflora,2854 bp,2,(No data),2220 (1438 indels),(No data),634 (29 indels),
Sapotaceae Pouteria guianensis,4390 bp,2,(No data),(No data),3664 (1679 indels),726 (29 indels),
Sapotaceae Pouteria jariensis,1575 bp,1,(No data),(No data),(No data),1575 (252 indels),
Sapotaceae Pouteria macrophylla,1575 bp,1,(No data),(No data),(No data),1575 (252 indels),
Sapotaceae Pouteria reticulata,2913 bp,2,(No data),2187 (1432 indels),(No data),726 (29 indels),
Sapotaceae Pouteria torta,2811 bp,2,(No data),2085 (1303 indels),(No data),726 (29 indels),
Sapotaceae Pradosia brevipes,3646 bp,1,(No data),(No data),"3646 (1 'N', 1673 indels)",(No data),
Sapotaceae Pradosia lactescens,2854 bp,2,(No data),2220 (1438 indels),(No data),634 (29 indels),
Sapotaceae Sarcaulus brasiliensis,3664 bp,1,(No data),(No data),3664 (1673 indels),(No data),
Sapotaceae Sideroxylon obtusifolium,2523 bp,1,(No data),(No data),2523 (1459 indels),(No data),
Schlegeliaceae Schlegelia parviflora,7696 bp,3,(No data),2207 (1423 indels),"3783 (2 'N', 1682 indels)",1706 (298 indels),
Schoepfiaceae Schoepfia comp. OUTSIDE,4513 bp,3,913 (61 indels),2747 (1668 indels),(No data),853 (26 indels),
Scrophulariaceae Capraria biflora,3682 bp,1,(No data),(No data),3682 (1691 indels),(No data),
Simaroubaceae Picrasma crenata,10245 bp,3,1581 (127 indels),6623 (4571 indels),(No data),2041 (613 indels),
Simaroubaceae Quassia amara,10200 bp,3,1538 (122 indels),6623 (4597 indels),(No data),2039 (613 indels),
Simaroubaceae Simaba cedron,10027 bp,3,1564 (122 indels),6422 (4379 indels),(No data),2041 (613 indels),
Simaroubaceae Simaba ferruginea,10070 bp,3,1634 (145 indels),6404 (4392 indels),(No data),2032 (613 indels),
Simaroubaceae Simaba glabra,10281 bp,3,1630 (145 indels),6611 (4581 indels),(No data),2040 (613 indels),
Simaroubaceae Simaba guianensis,10079 bp,3,1630 (145 indels),6408 (4386 indels),(No data),2041 (613 indels),
Simaroubaceae Simaba suffruticosa,9622 bp,3,1555 (127 indels),6413 (4402 indels),(No data),"1654 (41 'N', 294 indels)",
Simaroubaceae Simaba trichilioides,7170 bp,2,(No data),6623 (4562 indels),(No data),547 (25 indels),
Simaroubaceae Simarouba amara,10097 bp,3,1498 (104 indels),6558 (4550 indels),(No data),2041 (613 indels),
Simaroubaceae Simarouba versicolor,10293 bp,3,1637 (145 indels),6615 (4564 indels),(No data),2041 (613 indels),
Siparunaceae Siparuna brasiliensis,6131 bp,3,1474 (104 indels),"3140 (11 'N', 1898 indels)",(No data),1517 (181 indels),
Siparunaceae Siparuna glycycarpa,1801 bp,1,(No data),(No data),(No data),1801 (362 indels),
Siparunaceae Siparuna guianensis,2926 bp,2,(No data),2345 (1492 indels),(No data),581 (29 indels),
Solanaceae Acnistus arborescens,10488 bp,3,(No data),"6143 (208 'N', 4279 indels)","3783 (9 'N', 1697 indels)",562 (28 indels),
Solanaceae Aureliana angustifolia,3762 bp,1,(No data),(No data),3762 (1691 indels),(No data),
Solanaceae Aureliana fasciculata,9041 bp,2,(No data),5278 (3614 indels),"3763 (1 'N', 1691 indels)",(No data),
Solanaceae Aureliana velutina,3762 bp,1,(No data),(No data),3762 (1691 indels),(No data),
Solanaceae Brunfelsia brasiliensis,3726 bp,1,(No data),(No data),"3726 (49 'N', 1709 indels)",(No data),
